2024-12-20 15:57:39,921 [INFO]: Trainer initialized.
2024-12-20 15:57:39,921 [INFO]: Creating and splitting the dataset...
2024-12-20 15:57:39,925 [INFO]: Visualizing the dataset...
2024-12-20 15:57:40,471 [INFO]: Data preparation complete.
2024-12-20 15:57:40,471 [INFO]: Training ANN: LR=0.0001, Epochs=50, Optimizer=SGD, Layers=1...
2024-12-20 17:14:50,612 [INFO]: Epoch 1/500: loss: 0.6475, accuracy: 0.6542, val_loss: 0.6275, val_accuracy: 0.8000
2024-12-20 17:15:10,405 [INFO]: Epoch 500/500: loss: 0.2734, accuracy: 0.8583, val_loss: 0.3380, val_accuracy: 0.8375
2024-12-20 17:15:11,466 [INFO]: Training ANN: LR=0.1, Epochs=500, Optimizer=MBGD, Layers=2...
2024-12-20 17:15:11,807 [INFO]: Epoch 1/500: loss: 0.7140, accuracy: 0.4542, val_loss: 0.6952, val_accuracy: 0.4375
2024-12-20 17:15:31,629 [INFO]: Epoch 500/500: loss: 0.2748, accuracy: 0.8625, val_loss: 0.3396, val_accuracy: 0.8250
2024-12-20 17:15:32,680 [INFO]: Training ANN: LR=0.1, Epochs=500, Optimizer=MBGD, Layers=3...
2024-12-20 17:15:33,038 [INFO]: Epoch 1/500: loss: 0.7195, accuracy: 0.5000, val_loss: 0.7074, val_accuracy: 0.4625
2024-12-20 17:15:52,898 [INFO]: Epoch 500/500: loss: 0.2776, accuracy: 0.8708, val_loss: 0.3398, val_accuracy: 0.8250
2024-12-20 17:15:53,976 [INFO]: Training ANN: LR=0.1, Epochs=1000, Optimizer=SGD, Layers=1...
2024-12-20 17:15:54,380 [INFO]: Epoch 1/1000: loss: 0.5717, accuracy: 0.7000, val_loss: 0.3957, val_accuracy: 0.8000
2024-12-20 17:18:38,480 [INFO]: Epoch 1000/1000: loss: 0.0620, accuracy: 0.9708, val_loss: 0.1035, val_accuracy: 0.9625
2024-12-20 17:18:39,519 [INFO]: Training ANN: LR=0.1, Epochs=1000, Optimizer=SGD, Layers=2...
2024-12-20 17:18:39,945 [INFO]: Epoch 1/1000: loss: 0.7418, accuracy: 0.5125, val_loss: 0.7627, val_accuracy: 0.4625
2024-12-20 17:21:26,559 [INFO]: Epoch 1000/1000: loss: 0.0498, accuracy: 0.9833, val_loss: 0.0814, val_accuracy: 0.9750
2024-12-20 17:21:27,618 [INFO]: Training ANN: LR=0.1, Epochs=1000, Optimizer=SGD, Layers=3...
2024-12-20 17:21:28,072 [INFO]: Epoch 1/1000: loss: 0.7468, accuracy: 0.5375, val_loss: 0.7554, val_accuracy: 0.5375
2024-12-20 17:24:17,718 [INFO]: Epoch 1000/1000: loss: 0.0628, accuracy: 0.9750, val_loss: 0.1255, val_accuracy: 0.9625
2024-12-20 17:24:18,808 [INFO]: Training ANN: LR=0.1, Epochs=1000, Optimizer=BGD, Layers=1...
2024-12-20 17:24:19,078 [INFO]: Epoch 1/1000: loss: 0.8073, accuracy: 0.5000, val_loss: 0.7899, val_accuracy: 0.4625
2024-12-20 17:24:52,830 [INFO]: Epoch 1000/1000: loss: 0.2774, accuracy: 0.8500, val_loss: 0.3259, val_accuracy: 0.8375
2024-12-20 17:24:53,865 [INFO]: Training ANN: LR=0.1, Epochs=1000, Optimizer=BGD, Layers=2...
2024-12-20 17:24:54,587 [INFO]: Epoch 1/1000: loss: 0.8549, accuracy: 0.5000, val_loss: 0.7486, val_accuracy: 0.5375
2024-12-20 17:25:30,256 [INFO]: Epoch 1000/1000: loss: 0.2810, accuracy: 0.8542, val_loss: 0.3276, val_accuracy: 0.8500
2024-12-20 17:25:31,328 [INFO]: Training ANN: LR=0.1, Epochs=1000, Optimizer=BGD, Layers=3...
2024-12-20 17:25:31,676 [INFO]: Epoch 1/1000: loss: 1.0347, accuracy: 0.5000, val_loss: 0.8620, val_accuracy: 0.5375
2024-12-20 17:26:06,684 [INFO]: Epoch 1000/1000: loss: 0.4386, accuracy: 0.8042, val_loss: 0.4346, val_accuracy: 0.8125
2024-12-20 17:26:07,785 [INFO]: Training ANN: LR=0.1, Epochs=1000, Optimizer=MBGD, Layers=1...
2024-12-20 17:26:08,106 [INFO]: Epoch 1/1000: loss: 0.6885, accuracy: 0.5500, val_loss: 0.6763, val_accuracy: 0.5500
2024-12-20 17:26:48,435 [INFO]: Epoch 1000/1000: loss: 0.2720, accuracy: 0.8542, val_loss: 0.3379, val_accuracy: 0.8250
2024-12-20 17:26:49,501 [INFO]: Training ANN: LR=0.1, Epochs=1000, Optimizer=MBGD, Layers=2...
2024-12-20 17:26:49,846 [INFO]: Epoch 1/1000: loss: 0.6900, accuracy: 0.5375, val_loss: 0.6840, val_accuracy: 0.5375
2024-12-20 17:27:30,150 [INFO]: Epoch 1000/1000: loss: 0.2698, accuracy: 0.8583, val_loss: 0.3338, val_accuracy: 0.8250
2024-12-20 17:27:31,226 [INFO]: Training ANN: LR=0.1, Epochs=1000, Optimizer=MBGD, Layers=3...
2024-12-20 17:27:31,593 [INFO]: Epoch 1/1000: loss: 0.7038, accuracy: 0.4958, val_loss: 0.7004, val_accuracy: 0.4625
2024-12-20 17:28:11,906 [INFO]: Epoch 1000/1000: loss: 0.2704, accuracy: 0.8708, val_loss: 0.3350, val_accuracy: 0.8250
2024-12-20 17:28:13,009 [INFO]: ANN training complete.
2024-12-20 17:28:13,009 [INFO]: Training SVM: Kernel=linear, C=0.01, Degree=3, Gamma=scale...
2024-12-20 17:28:13,346 [INFO]: Training SVM: Kernel=linear, C=0.1, Degree=3, Gamma=scale...
2024-12-20 17:28:13,646 [INFO]: Training SVM: Kernel=linear, C=1, Degree=3, Gamma=scale...
2024-12-20 17:28:13,935 [INFO]: Training SVM: Kernel=linear, C=10, Degree=3, Gamma=scale...
2024-12-20 17:28:14,219 [INFO]: Training SVM: Kernel=linear, C=100, Degree=3, Gamma=scale...
2024-12-20 17:28:14,522 [INFO]: Training SVM: Kernel=poly, C=0.01, Degree=2, Gamma=scale...
2024-12-20 17:28:14,861 [INFO]: Training SVM: Kernel=poly, C=0.01, Degree=2, Gamma=auto...
2024-12-20 17:28:15,213 [INFO]: Training SVM: Kernel=poly, C=0.01, Degree=3, Gamma=scale...
2024-12-20 17:28:15,540 [INFO]: Training SVM: Kernel=poly, C=0.01, Degree=3, Gamma=auto...
2024-12-20 17:28:15,888 [INFO]: Training SVM: Kernel=poly, C=0.01, Degree=4, Gamma=scale...
2024-12-20 17:28:16,221 [INFO]: Training SVM: Kernel=poly, C=0.01, Degree=4, Gamma=auto...
2024-12-20 17:28:16,567 [INFO]: Training SVM: Kernel=poly, C=0.1, Degree=2, Gamma=scale...
2024-12-20 17:28:16,894 [INFO]: Training SVM: Kernel=poly, C=0.1, Degree=2, Gamma=auto...
2024-12-20 17:28:17,242 [INFO]: Training SVM: Kernel=poly, C=0.1, Degree=3, Gamma=scale...
2024-12-20 17:28:17,547 [INFO]: Training SVM: Kernel=poly, C=0.1, Degree=3, Gamma=auto...
2024-12-20 17:28:17,870 [INFO]: Training SVM: Kernel=poly, C=0.1, Degree=4, Gamma=scale...
2024-12-20 17:28:18,204 [INFO]: Training SVM: Kernel=poly, C=0.1, Degree=4, Gamma=auto...
2024-12-20 17:28:18,536 [INFO]: Training SVM: Kernel=poly, C=1, Degree=2, Gamma=scale...
2024-12-20 17:28:18,853 [INFO]: Training SVM: Kernel=poly, C=1, Degree=2, Gamma=auto...
2024-12-20 17:28:19,170 [INFO]: Training SVM: Kernel=poly, C=1, Degree=3, Gamma=scale...
2024-12-20 17:28:19,465 [INFO]: Training SVM: Kernel=poly, C=1, Degree=3, Gamma=auto...
2024-12-20 17:28:19,771 [INFO]: Training SVM: Kernel=poly, C=1, Degree=4, Gamma=scale...
2024-12-20 17:28:20,097 [INFO]: Training SVM: Kernel=poly, C=1, Degree=4, Gamma=auto...
2024-12-20 17:28:20,421 [INFO]: Training SVM: Kernel=poly, C=10, Degree=2, Gamma=scale...
2024-12-20 17:28:20,735 [INFO]: Training SVM: Kernel=poly, C=10, Degree=2, Gamma=auto...
2024-12-20 17:28:21,047 [INFO]: Training SVM: Kernel=poly, C=10, Degree=3, Gamma=scale...
2024-12-20 17:28:21,338 [INFO]: Training SVM: Kernel=poly, C=10, Degree=3, Gamma=auto...
2024-12-20 17:28:21,633 [INFO]: Training SVM: Kernel=poly, C=10, Degree=4, Gamma=scale...
2024-12-20 17:28:21,987 [INFO]: Training SVM: Kernel=poly, C=10, Degree=4, Gamma=auto...
2024-12-20 17:28:22,310 [INFO]: Training SVM: Kernel=rbf, C=0.01, Degree=3, Gamma=scale...
2024-12-20 17:28:22,769 [INFO]: Training SVM: Kernel=rbf, C=0.01, Degree=3, Gamma=auto...
2024-12-20 17:28:23,227 [INFO]: Training SVM: Kernel=rbf, C=0.01, Degree=3, Gamma=0.01...
2024-12-20 17:28:23,684 [INFO]: Training SVM: Kernel=rbf, C=0.01, Degree=3, Gamma=0.1...
2024-12-20 17:28:24,152 [INFO]: Training SVM: Kernel=rbf, C=0.01, Degree=3, Gamma=1...
2024-12-20 17:28:24,612 [INFO]: Training SVM: Kernel=rbf, C=0.1, Degree=3, Gamma=scale...
2024-12-20 17:28:24,981 [INFO]: Training SVM: Kernel=rbf, C=0.1, Degree=3, Gamma=auto...
2024-12-20 17:28:25,356 [INFO]: Training SVM: Kernel=rbf, C=0.1, Degree=3, Gamma=0.01...
2024-12-20 17:28:25,817 [INFO]: Training SVM: Kernel=rbf, C=0.1, Degree=3, Gamma=0.1...
2024-12-20 17:28:26,224 [INFO]: Training SVM: Kernel=rbf, C=0.1, Degree=3, Gamma=1...
2024-12-20 17:28:26,589 [INFO]: Training SVM: Kernel=rbf, C=1, Degree=3, Gamma=scale...
2024-12-20 17:28:26,902 [INFO]: Training SVM: Kernel=rbf, C=1, Degree=3, Gamma=auto...
2024-12-20 17:28:27,225 [INFO]: Training SVM: Kernel=rbf, C=1, Degree=3, Gamma=0.01...
2024-12-20 17:28:27,622 [INFO]: Training SVM: Kernel=rbf, C=1, Degree=3, Gamma=0.1...
2024-12-20 17:28:27,968 [INFO]: Training SVM: Kernel=rbf, C=1, Degree=3, Gamma=1...
2024-12-20 17:28:28,277 [INFO]: Training SVM: Kernel=rbf, C=10, Degree=3, Gamma=scale...
2024-12-20 17:28:28,562 [INFO]: Training SVM: Kernel=rbf, C=10, Degree=3, Gamma=auto...
2024-12-20 17:28:29,286 [INFO]: Training SVM: Kernel=rbf, C=10, Degree=3, Gamma=0.01...
2024-12-20 17:28:29,628 [INFO]: Training SVM: Kernel=rbf, C=10, Degree=3, Gamma=0.1...
2024-12-20 17:28:29,953 [INFO]: Training SVM: Kernel=rbf, C=10, Degree=3, Gamma=1...
2024-12-20 17:28:30,243 [INFO]: Training SVM: Kernel=rbf, C=100, Degree=3, Gamma=scale...
2024-12-20 17:28:30,532 [INFO]: Training SVM: Kernel=rbf, C=100, Degree=3, Gamma=auto...
2024-12-20 17:28:30,820 [INFO]: Training SVM: Kernel=rbf, C=100, Degree=3, Gamma=0.01...
2024-12-20 17:28:31,159 [INFO]: Training SVM: Kernel=rbf, C=100, Degree=3, Gamma=0.1...
2024-12-20 17:28:31,474 [INFO]: Training SVM: Kernel=rbf, C=100, Degree=3, Gamma=1...
2024-12-20 17:28:31,764 [INFO]: SVM training complete.
2024-12-20 17:28:31,764 [INFO]: 
Saving combined metrics...
2024-12-20 17:28:31,765 [INFO]: Combined metrics saved to train_results/combined_metrics.txt.
